GeneSymbol	Human	Chimpanzee	Pigtailed_macaque	Japanese_macaque	Rhesus_macaque	Cynomolgous_Mauritian	Cynomolgous_Chinese	Baboon	Sooty_mangabey	Marmoset	Squirrel_monkey	Mouse_lemur
XRN1	32727	3674	5760	5678	2452	4738	4992	6254	11272	3454	3116	4618
XRN2	33196	1440	2594	2382	1028	1736	2306	2984	4818	1932	1548	8134
XRRA1	4584	202	48	50	32	6	12	30	114	10	0	24
XXYLT1	586	40	58	46	36	48	86	54	70	26	36	24
XYLB	80	8	10	22	16	46	22	20	12	30	38	30
XYLT1	2612	336	254	368	266	488	932	328	422	200	878	112
XYLT2	2554	314	252	228	152	222	402	324	74	146	198	160
YAE1D1	1288	172	828	678	428	494	694	548	394	348	170	472
YAF2	10968	882	1110	1076	314	876	944	1100	1254	170	326	1290
YAP1	38115	4038	2132	2282	1742	2320	5658	3348	2084	1884	1394	3702
YARS	60293	2564	868	744	722	468	1238	1300	1154	960	1168	2552
YARS2	1554	528	798	958	348	726	904	798	336	196	206	100
YBEY	1565	204	102	248	88	168	302	318	162	306	88	58
YBX1	602988	19026	28866	23162	11542	19734	25348	27652	16920	17828	24600	29506
YBX2	852	6	0	4	12	20	26	14	20	2	8	4
YDJC	462	12	12	44	26	34	48	16	40	0	2	2
YEATS2	4463	922	1966	910	416	584	520	1550	1392	482	1000	490
YEATS4	3082	232	576	486	208	358	388	296	456	172	296	462
YES1	10778	1932	1652	1016	732	1146	1332	1674	2308	462	386	836
YIF1A	12275	626	978	788	424	870	1278	912	992	668	390	1202
YIF1B	3303	220	637	464	98	344	616	676	80	224	168	150
YIPF1	7324	414	878	676	548	982	1308	1034	526	446	318	184
YIPF2	5136	204	326	398	218	252	370	226	206	132	46	196
YIPF3	17707	922	738	938	624	632	982	1244	1152	540	386	670
YIPF4	11240	1884	2466	3022	952	2022	2206	2648	2556	1038	751	1296
YIPF5	7213	814	902	760	452	900	720	1580	1788	896	396	408
YIPF6	21047	2454	5862	6858	3670	6698	6158	5780	3650	732	616	994
YIPF7	5052	1860	3882	3096	1312	2374	2740	0	0	2062	1080	4
YJEFN3	32	12	0	6	0	0	6	4	0	0	22	0
YKT6	10627	1528	1778	1872	1234	1680	2332	2552	2928	1098	657	900
YLPM1	31514	880	746	924	432	574	1000	1122	2442	1428	1630	878
YME1L1	54907	9894	8278	8208	3726	6018	7490	10098	6506	6986	5690	18822
YOD1	6334	704	1072	1072	372	850	848	894	892	580	362	666
YPEL1	11320	712	326	290	122	336	238	440	2214	90	24	8
YPEL2	19217	3410	2536	2234	946	1410	2326	3064	3708	720	480	992
YPEL3	24527	932	702	968	394	712	1290	1814	2708	1304	412	2014
YPEL4	157	4	16	26	6	10	24	20	32	60	20	6
YPEL5	25892	2060	4172	2252	1102	2144	2696	2630	3914	730	998	2454
YPLR6490	0	0	0	2	0	0	0	0	0	0	0	0
YRDC	1576	114	140	146	38	100	122	150	398	106	118	44
YTHDC1	19736	5716	3911	3700	1728	2858	2914	4856	12588	2353	1220	2014
YTHDC2	5933	1502	1826	1594	760	1444	1543	2510	2546	960	622	3142
YTHDF1	26232	1398	1194	1602	878	1306	2258	1378	2528	702	964	150
YTHDF2	23732	1176	2048	1560	794	1456	1914	3068	2638	1708	1352	2327
YTHDF3	32831	4852	5942	5254	1974	4898	4496	5948	4746	6376	3436	5084
YWHAB	55861	2474	4172	3844	2042	3548	4556	3574	4112	2716	1932	2188
YWHAE	276696	6700	5334	11050	6192	5144	7196	9388	10108	3470	6502	6296
YWHAG	231903	24152	15910	31660	4592	18450	21292	38887	12662	5536	6860	5830
YWHAH	39267	838	1772	2220	1194	2120	2614	2788	1348	1600	1342	8394
YWHAQ	21400	728	2224	1644	604	1632	2044	2360	3069	1066	671	2825
YWHAZ	73421	2132	2778	2122	938	2030	2660	3778	2648	1512	1196	4136
YY1	22396	1452	1866	1876	834	1698	2136	2078	2098	1456	1878	2118
YY1AP1	36831	2440	1284	1250	880	1618	1736	2866	2316	248	170	716
YY2	314	28	72	68	56	92	82	132	182	2	0	0
ZACN	367	0	0	0	0	0	0	0	0	0	0	0
ZADH2	19407	6118	2288	1182	546	1126	1436	1662	1048	942	1052	468
ZAK	490462	41842	50466	41918	16088	35360	41053	62774	15872	22176	18882	122448
ZAN	0	0	0	0	0	0	0	0	0	0	0	0
ZAP70	68	6	76	426	46	98	24	40	0	46	14	6
ZAR1	0	0	0	0	0	0	0	2	0	0	0	0
ZAR1L	0	0	0	0	0	0	0	0	0	0	0	0
ZBBX	0	0	0	0	0	0	0	0	0	2	0	0
ZBED1	39329	1986	1672	1432	456	1192	1972	2900	2376	236	142	190
ZBED2	0	6	2	24	2	0	2	0	0	0	0	0
ZBED3	136	14	4	6	2	12	8	10	16	0	0	0
ZBED3-AS1	0	6	4	20	12	12	10	48	4	2	0	0
ZBED4	4209	586	350	334	106	234	452	558	420	138	128	18
ZBED5	6459	900	4590	3668	1626	3700	3730	3620	3230	2158	3302	2120
ZBED6	4065	5128	7536	9914	4802	7782	9367	12332	6402	1932	3582	1930
ZBP1	2	0	2	4	0	0	2	0	4	0	0	0
ZBTB1	9961	1392	1200	2134	776	1280	1718	1294	842	766	696	2140
ZBTB10	14445	2404	3708	1768	932	1832	1502	3344	6668	2459	1096	2544
ZBTB11	14097	4570	2416	2730	1100	1970	2598	3244	1142	1014	1222	884
ZBTB12	314	42	24	34	14	12	38	26	4	20	30	2
ZBTB16	31822	3348	6787	6152	1398	4950	10758	8980	12898	4094	7256	5136
ZBTB17	6804	654	1064	1074	380	580	1232	1184	480	768	474	500
ZBTB2	7076	644	340	436	166	440	574	630	674	338	344	272
ZBTB20	337	3346	2518	3000	1412	3380	3122	4184	1974	2640	1754	1984
ZBTB20-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB22	3031	296	166	134	130	164	236	288	270	170	94	112
ZBTB24	4963	482	648	600	432	750	824	872	2120	394	326	234
ZBTB25	1007	334	266	410	230	372	382	456	218	322	250	402
ZBTB26	591	122	238	102	104	134	132	166	336	282	330	368
ZBTB3	1693	80	168	250	105	134	232	176	104	68	56	46
ZBTB32	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB33	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB34	4019	386	814	1076	338	970	954	1106	1830	788	562	484
ZBTB37	81	286	464	644	262	474	486	566	578	400	428	196
ZBTB38	66569	6592	4866	3726	2526	4364	5104	5340	5928	3542	1810	1542
ZBTB39	1132	264	514	462	190	510	428	618	920	216	144	76
ZBTB4	54035	2560	1612	2738	762	1594	3186	3306	1164	1692	1082	774
ZBTB40	9494	2276	1772	2850	1128	718	2828	2448	654	1070	642	740
ZBTB41	9928	720	1316	1778	806	1064	1348	1558	1112	612	876	1002
ZBTB42	2122	298	68	120	32	88	130	134	72	12	24	8
ZBTB43	44142	2020	2868	1820	782	1342	1804	2450	5275	1028	1464	3218
ZBTB44	67619	11328	4718	5476	2940	4286	4938	7826	4966	2666	3312	1658
ZBTB45	2194	86	20	50	16	24	46	58	42	24	40	2
ZBTB46	547	76	416	322	86	230	400	408	482	144	112	50
ZBTB47	84484	8392	3074	2120	1340	2138	4788	4416	3312	1016	1198	2448
ZBTB48	2531	122	364	526	158	380	454	438	352	254	108	104
ZBTB49	359	64	184	274	106	222	206	240	224	44	76	10
ZBTB5	1542	290	450	508	216	428	508	550	624	290	350	122
ZBTB6	6142	794	680	518	356	648	524	720	830	528	446	390
ZBTB7A	22529	870	362	494	116	330	746	554	570	340	408	170
ZBTB7B	6833	716	658	1296	400	1132	2032	1112	832	458	476	832
ZBTB7C	795	216	20	40	20	16	70	26	92	16	14	6
ZBTB8A	3252	100	322	290	156	372	304	450	394	180	256	60
ZBTB8B	5	0	0	6	0	0	2	4	0	10	8	0
ZBTB8OS	1726	284	470	270	120	210	294	278	190	144	128	568
ZBTB9	0	0	0	0	0	0	0	0	0	0	0	0
ZC2HC1A	2011	66	154	160	88	182	170	376	262	130	134	140
ZC2HC1B	0	2	0	0	0	0	0	0	0	2	6	0
ZC2HC1C	699	76	68	58	44	122	110	88	80	98	74	0
ZC3H10	4073	162	378	500	244	380	526	362	408	370	300	352
ZC3H11A	39253	11572	13880	17402	9442	12406	19616	18818	8608	3646	4756	2566
ZC3H12A	701	547	78	84	14	46	60	126	112	54	16	6
ZC3H12B	168	16	18	56	50	58	32	72	44	4	0	4
ZC3H12C	47222	3364	3156	3040	1080	3396	2885	2046	2134	1982	1972	1508
ZC3H12D	25	14	46	30	26	16	50	58	88	14	0	0
ZC3H13	14334	1900	2298	2888	1426	2064	2850	3184	3323	1602	2025	1752
ZC3H14	16161	1142	1972	2114	812	1570	1866	1994	1544	1456	778	3458
ZC3H15	19970	1974	2250	2240	984	1600	1750	3063	2612	1010	1028	4388
ZC3H18	10889	878	766	628	382	446	890	1102	1416	586	734	128
ZC3H3	9758	170	92	114	24	72	152	242	288	156	106	10
ZC3H4	9666	510	340	532	174	314	430	528	802	514	612	140
ZC3H6	15394	3170	2244	3214	2124	3858	2696	3406	3854	1500	1072	1154
ZC3H7A	27120	580	1680	1886	590	1492	1428	2606	2590	1168	1314	3346
ZC3H7B	12378	1134	1642	1108	598	774	1556	1814	1480	882	922	746
ZC3H8	1639	534	594	728	222	504	722	394	136	324	92	128
ZC3HAV1	2940	1960	480	992	264	338	532	566	754	188	180	20
ZC3HAV1L	157	26	8	18	4	18	14	36	28	28	20	2
ZC3HC1	8227	842	682	492	270	540	664	826	600	408	214	256
ZC4H2	581	186	194	246	106	320	210	622	58	72	30	6
ZCCHC10	3985	762	670	444	188	450	524	654	394	416	184	246
ZCCHC11	19378	3676	3738	4016	1820	3770	4620	5680	6752	2500	2026	2476
ZCCHC12	42	0	6	2	0	2	4	44	18	0	4	2
ZCCHC13	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC14	9492	868	542	556	286	680	1164	952	922	436	950	96
ZCCHC16	0	0	0	4	0	0	0	0	0	0	0	0
ZCCHC17	2571	200	1216	844	446	510	1232	766	2084	554	222	362
ZCCHC18	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC2	16912	1152	1518	1588	598	1234	1428	2322	1582	2286	918	3352
ZCCHC24	42077	5766	1506	3956	1650	3218	3666	5390	1612	770	442	218
ZCCHC3	4376	130	330	290	142	274	252	338	548	130	124	124
ZCCHC4	2304	206	194	264	96	214	156	302	145	194	164	190
ZCCHC5	63	4	0	2	0	0	0	0	0	0	0	2
ZCCHC6	11667	820	2006	2260	792	1350	1542	2254	8248	2324	1720	2098
ZCCHC7	3991	354	526	648	316	556	634	644	1746	346	352	38
ZCCHC8	9160	534	1458	852	368	1066	920	1402	1776	800	440	470
ZCCHC9	2763	666	890	896	428	690	896	674	636	596	402	696
ZCRB1	10318	1550	900	1184	616	1108	1474	1390	1208	1150	368	1290
ZCWPW1	883	116	68	178	118	204	232	142	96	46	4	0
ZCWPW2	747	258	40	134	28	24	24	8	10	14	26	2
ZDBF2	5297	3670	2244	2996	1708	2792	2684	4398	1644	106	682	8
ZDHHC1	1056	40	128	128	26	134	210	516	202	164	100	290
ZDHHC11	111	68	4	2	0	2	4	4	0	0	0	0
ZDHHC11B	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC12	820	52	20	54	26	44	66	72	74	86	34	266
ZDHHC13	1536	6	68	72	38	70	86	70	90	178	348	34
ZDHHC14	1341	508	404	448	226	276	290	638	130	150	46	70
ZDHHC15	385	26	24	40	16	14	28	50	86	36	24	12
ZDHHC16	6622	474	424	432	230	254	474	696	280	466	340	526
ZDHHC17	10372	1366	2700	1860	1096	2028	2154	3208	3922	1626	1185	1960
ZDHHC18	4614	284	272	220	110	174	292	424	360	140	220	314
ZDHHC19	19	0	4	2	0	6	0	2	14	4	0	0
ZDHHC2	14259	748	2106	2359	1108	1638	1678	1684	616	180	440	364
ZDHHC20	7003	916	1012	1078	492	780	826	852	2458	386	546	400
ZDHHC21	4132	2232	1128	1632	1082	1686	2402	1396	884	464	586	248
ZDHHC22	15	0	0	0	0	2	0	4	2	0	0	0
ZDHHC23	234	72	102	48	36	66	120	40	96	102	24	18
ZDHHC24	515	68	50	320	280	234	194	56	154	118	32	156
ZDHHC3	11194	1840	2964	3122	1794	3122	4120	3472	1832	1072	646	812
ZDHHC4	11848	820	446	518	260	502	754	620	540	154	94	74
ZDHHC5	30538	2216	2850	2780	984	2260	4550	3132	1154	1628	2378	1140
ZDHHC6	3110	242	1070	960	490	966	964	1068	1622	598	728	688
ZDHHC7	19001	2284	1430	1732	1882	1828	2682	2748	1374	774	368	224
ZDHHC8	2309	224	120	136	50	142	262	212	206	100	190	16
ZDHHC8P1	1	0	0	0	0	2	2	0	0	2	0	0
ZDHHC9	7157	282	356	356	230	440	610	1174	868	696	706	152
ZEB1	55338	9004	10454	9054	3664	6756	7088	11446	19450	3792	4098	4550
ZEB1-AS1	1205	42	46	54	26	22	28	24	150	10	0	2
ZEB2	18576	2524	2662	2020	2110	2432	2654	4920	2394	2358	3914	5510
ZEB2-AS1	0	0	0	0	0	0	0	0	0	0	0	6
ZER1	33397	2410	2952	2392	1214	1716	3536	3466	3618	768	488	588
ZFAND1	5998	394	816	754	324	972	646	456	604	452	144	110
ZFAND2A	610	948	159	64	68	88	90	248	712	14	40	24
ZFAND2B	3553	212	460	436	184	240	416	456	326	196	304	848
ZFAND3	64219	2254	3084	4084	1952	3216	4036	3800	2794	1068	2098	2566
ZFAND4	688	20	156	282	96	80	162	244	188	54	58	136
ZFAND5	450152	15565	13846	9596	4886	14410	12480	18940	96750	15706	5040	10046
ZFAND6	26990	2254	2824	2472	1048	2650	2426	2264	1882	1210	1046	2594
ZFAT	6796	714	540	534	300	440	660	704	368	266	658	292
ZFAT-AS1	114	0	0	0	0	0	0	0	0	0	0	0
ZFC3H1	9208	708	1636	1662	764	1174	1596	1796	3814	2652	2046	2504
ZFHX2	274	16	18	22	10	18	14	74	4	58	90	12
ZFHX3	53710	1676	914	888	462	714	2196	1892	788	1954	2114	898
ZFHX4	7284	2502	2608	2620	2196	2762	3846	3138	1555	1742	2786	1668
ZFHX4-AS1	210	28	6	4	0	2	4	6	4	0	2	14
ZFP1	3698	256	624	618	212	390	498	348	328	370	274	82
ZFP106	304481	170678	186944	127506	64731	120454	134219	168112	16930	27756	78007	27170
ZFP112	1092	240	608	602	306	530	436	782	510	258	316	170
ZFP14	870	186	336	432	174	354	296	372	268	476	116	122
ZFP161	3938	388	452	676	408	680	816	612	260	92	194	166
ZFP2	567	206	136	150	96	194	184	574	58	208	188	1536
ZFP28	2398	216	164	212	144	302	192	202	146	46	74	98
ZFP3	7572	814	606	454	236	400	418	450	864	462	450	444
ZFP30	1753	372	162	492	194	274	236	168	238	140	230	22
ZFP36	101938	548	106	146	18	196	308	346	572	676	132	18
ZFP36L1	55011	1184	698	760	198	388	688	774	1834	782	380	648
ZFP36L2	73330	708	190	376	78	278	362	642	1840	344	332	450
ZFP37	911	56	418	374	168	350	324	522	296	232	172	124
ZFP41	489	168	70	92	44	50	92	120	118	36	16	0
ZFP42	58	0	2	6	6	2	0	6	0	4	0	0
ZFP57	9	2	8	2	0	6	6	2	0	8	0	0
ZFP62	3397	466	1476	1196	560	1124	1204	1556	1350	1034	988	426
ZFP64	641	178	138	158	76	168	284	278	150	74	180	58
ZFP82	301	42	216	292	72	261	172	258	188	52	150	124
ZFP90	2714	432	724	796	444	894	870	898	864	330	582	248
ZFP91	74104	5296	5010	3984	1732	2874	4440	6344	3226	1078	1750	1106
ZFP91-CNTF	6342	2	0	0	0	0	0	0	2	0	2	0
ZFP92	0	0	0	0	0	0	0	0	0	0	0	0
ZFPL1	6925	290	264	294	138	186	418	416	342	150	206	186
ZFPM1	862	26	10	28	2	8	30	38	34	12	16	0
ZFPM2	14394	1114	702	708	462	900	858	856	276	304	914	270
ZFR	52714	4158	7774	6320	2878	4928	5788	8212	8020	3076	4354	9486
ZFR2	30	0	0	0	0	0	0	0	0	0	0	0
ZFX	29357	6136	6002	5630	2776	5036	4930	6090	3486	3396	2879	2260
ZFX-AS1	1	0	0	0	0	0	0	0	0	0	0	0
ZFY	6968	0	2	2	0	0	0	0	1140	54	8	350
ZFYVE1	14066	1014	1260	1582	690	932	1420	1536	1644	764	468	1124
ZFYVE16	4719	2498	3398	3584	1610	3336	3506	3776	3504	1304	642	1610
ZFYVE19	2459	250	190	298	96	132	232	274	64	196	66	44
ZFYVE20	16425	1852	1640	1916	914	1464	1758	2604	3118	696	1001	2
ZFYVE21	2949	298	396	256	150	280	412	406	464	188	436	32
ZFYVE26	10248	1516	2080	1988	1260	1604	2118	2786	4668	1710	1674	1406
ZFYVE27	2602	118	326	268	102	182	288	360	598	210	166	88
ZFYVE28	349	118	18	24	20	30	200	128	132	14	180	24
ZFYVE9	19702	4540	5754	6920	3342	3878	5406	6042	4666	2872	2954	1522
ZG16	0	0	2	2	0	0	2	0	10	0	0	0
ZG16B	0	0	0	6	6	14	28	0	14	0	10	0
ZGLP1	0	6	6	4	2	0	2	0	0	2	0	0
ZGPAT	1773	280	278	400	100	296	490	450	314	176	172	54
ZHX1	8168	1808	2970	2718	1220	2182	2766	2996	3096	1408	1724	1494
ZHX1-C8ORF76	901	4	6	8	2	4	12	4	4	2	4	0
ZHX2	27542	2158	994	1368	552	844	2036	1388	308	478	1670	102
ZHX3	18279	3956	1422	2352	1350	2584	3904	2834	2806	780	1912	1086
ZIC1	427	262	2	6	2	36	58	12	6	0	96	166
ZIC2	1	0	0	0	0	0	0	2	0	0	0	2
ZIC3	0	0	0	0	0	0	0	2	0	0	0	0
ZIC4	55	108	0	2	0	0	2	0	0	0	4	10
ZIC5	0	0	0	0	0	0	0	2	0	0	0	6
ZIK1	193	50	106	144	92	214	126	158	270	62	66	140
ZIM2	8	0	2	0	0	4	12	0	8	0	2	4
ZIM3	0	2	0	0	2	0	0	0	0	0	0	0
ZKSCAN1	4094	1058	1960	1902	798	1466	1778	2534	2360	996	1252	602
ZKSCAN2	4441	756	200	286	202	356	350	294	232	168	74	24
ZKSCAN3	490	44	98	114	68	86	146	169	111	110	114	0
ZKSCAN4	215	42	100	144	46	138	96	112	144	64	86	6
ZKSCAN5	3682	760	592	862	324	478	674	754	694	304	378	322
ZMAT1	806	118	166	158	80	110	102	212	112	30	16	2
ZMAT2	15062	1784	3070	2902	1586	2348	2458	2800	1482	1860	1184	1116
ZMAT3	6042	628	816	610	458	616	687	1030	3532	552	1224	328
ZMAT4	0	2	6	8	2	42	18	82	8	2	0	0
ZMAT5	1598	246	318	302	144	292	472	292	162	114	228	274
ZMIZ1	29954	438	340	784	190	278	846	566	1438	720	1466	194
ZMIZ2	10521	202	188	220	84	132	272	552	362	476	472	32
ZMPSTE24	19030	858	2354	1122	824	1332	1830	1954	1756	946	888	1830
ZMYM1	1260	396	240	228	102	164	168	298	282	590	304	306
ZMYM2	14797	5000	5716	6536	3190	5792	6280	5920	5038	1656	4676	3978
ZMYM3	8062	404	418	648	238	468	694	1088	506	838	982	460
ZMYM4	15390	2292	2758	2596	1700	2660	2652	2812	2356	2156	2094	2434
ZMYM5	2938	696	230	426	128	410	342	482	352	314	392	146
ZMYM6	3039	618	218	286	166	360	366	250	402	408	230	120
ZMYM6NB	1097	22	36	28	22	46	28	48	6	16	26	0
ZMYND10	79	4	4	8	0	0	12	0	0	22	16	4
ZMYND11	48244	4286	6791	7338	3914	5686	7040	7572	7202	3188	4090	7044
ZMYND12	117	28	76	48	40	42	154	8	102	12	36	66
ZMYND15	0	2	0	4	2	0	6	0	6	2	2	0
ZMYND19	1947	226	176	294	138	248	306	304	260	108	158	128
ZMYND8	8003	814	586	940	346	512	742	1098	1078	232	414	390
ZNF10	866	412	738	664	280	580	470	462	690	144	112	64
ZNF100	1318	610	180	177	92	135	122	351	494	86	5	2
ZNF101	224	24	26	216	12	32	34	64	121	56	42	4
ZNF107	442	176	514	1620	230	464	268	376	796	259	675	4
ZNF114	19	10	22	42	10	30	28	64	80	0	0	0
ZNF117	430	24	14	24	8	34	8	12	10	0	0	0
ZNF12	2883	668	1082	992	362	870	776	1008	1094	732	380	520
ZNF121	1243	448	658	640	304	612	620	952	2138	932	484	120
ZNF124	624	122	190	158	70	218	128	116	212	22	0	0
ZNF131	3720	626	880	946	386	494	904	754	588	614	364	678
ZNF132	1293	64	142	124	56	170	84	62	60	122	74	86
ZNF133	3010	284	198	250	112	190	236	204	114	232	58	128
ZNF134	2407	280	820	604	468	940	664	1014	1446	750	648	352
ZNF135	139	96	110	120	76	76	152	174	332	160	30	64
ZNF136	829	148	272	252	132	302	164	272	628	194	178	48
ZNF137P	195	10	0	6	4	0	6	10	2	0	0	0
ZNF138	1138	0	8	10	4	12	2	2	2	0	0	0
ZNF14	649	170	134	180	16	124	76	146	174	316	94	0
ZNF140	2181	218	460	396	204	394	386	432	362	158	70	150
ZNF141	107	114	102	152	60	130	90	90	328	181	136	2
ZNF142	16834	778	912	632	472	444	1126	1174	1716	768	608	118
ZNF143	14684	774	1436	1502	652	1252	1628	1322	1528	778	1794	1700
ZNF146	21292	3410	3640	3242	1282	2256	3750	2138	2072	1922	1266	560
ZNF148	28624	4636	3958	4716	1964	4114	4424	4166	3316	2246	2176	5900
ZNF154	397	144	176	118	80	290	180	142	462	428	330	72
ZNF155	556	94	80	58	70	122	143	148	116	88	92	10
ZNF157	14	2	4	14	20	6	20	4	0	10	2	42
ZNF16	4253	70	602	962	608	700	1008	746	342	276	196	36
ZNF160	3389	532	718	742	462	828	830	858	1802	316	348	49
ZNF165	0	4	50	22	20	38	24	38	42	24	44	12
ZNF167	179	22	128	100	74	66	86	120	212	40	52	2
ZNF169	374	76	144	184	72	116	190	116	148	0	52	22
ZNF17	1656	322	498	354	182	524	368	428	1040	138	136	0
ZNF174	2128	220	186	204	114	200	280	172	68	36	68	42
ZNF175	1180	238	562	448	248	478	468	564	764	250	76	236
ZNF177	35	2	4	24	12	6	8	8	16	0	0	0
ZNF18	2123	112	218	226	98	200	186	172	518	326	86	120
ZNF180	394	134	314	316	146	428	294	220	218	148	118	178
ZNF181	4069	1094	907	632	352	840	667	1052	1389	449	539	328
ZNF182	1298	212	298	450	190	256	266	438	574	194	196	98
ZNF184	1655	270	554	760	266	616	582	556	538	372	286	178
ZNF185	0	0	0	0	0	0	0	0	0	0	0	0
ZNF187	1066	442	228	344	228	342	262	1005	332	184	34	4
ZNF189	3356	470	870	776	316	936	676	728	502	596	808	464
ZNF19	310	36	100	84	54	72	90	128	184	32	10	74
ZNF192	4411	1100	622	856	516	707	809	1014	2588	744	622	236
ZNF192P1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF193	671	34	28	46	40	106	52	114	66	184	86	2
ZNF195	4169	498	432	358	158	398	330	544	1048	116	90	0
ZNF197	8914	824	874	540	252	588	502	676	888	252	462	218
ZNF2	2843	236	92	142	30	68	112	138	132	132	80	24
ZNF20	63	4	10	10	2	6	0	0	20	0	0	0
ZNF200	1104	88	400	220	84	238	190	262	378	134	118	26
ZNF202	3616	138	294	358	120	228	232	276	150	298	64	58
ZNF204P	200	314	0	0	0	2	2	0	14	2	6	2
ZNF205	741	310	100	90	58	198	232	118	234	34	36	52
ZNF205-AS1	100	12	2	2	2	2	2	0	4	0	0	0
ZNF207	19528	2660	5256	4542	2470	4250	6222	5220	6166	4024	3170	7350
ZNF208	7	90	34	167	32	8	18	0	2	8	8	0
ZNF211	1119	264	304	306	148	288	232	234	240	166	110	172
ZNF212	1787	170	208	262	130	242	268	156	208	394	156	46
ZNF213	7151	156	94	144	28	66	124	84	76	6	8	38
ZNF214	558	30	196	76	80	140	112	150	108	52	58	20
ZNF215	81	40	10	62	4	22	0	2	22	0	0	8
ZNF217	4128	220	496	820	276	576	590	720	1108	274	146	144
ZNF219	4614	780	430	702	218	610	838	614	230	216	196	152
ZNF22	5591	508	1186	1408	762	1250	1692	1374	3814	934	726	534
ZNF221	378	70	102	114	76	172	114	170	80	60	99	10
ZNF222	253	34	224	286	114	170	136	330	266	8	44	2
ZNF223	470	48	138	218	186	272	262	206	104	266	104	0
ZNF224	246	144	256	371	234	394	413	362	694	232	120	2
ZNF225	880	88	426	320	160	350	224	358	284	404	402	12
ZNF226	838	106	400	344	218	460	296	490	796	350	602	134
ZNF227	4707	248	818	826	372	736	540	980	1508	976	1658	84
ZNF229	425	86	16	52	14	12	22	120	220	0	0	0
ZNF23	1363	314	436	542	402	706	880	448	712	372	216	194
ZNF230	521	40	124	100	64	152	102	106	62	0	0	0
ZNF232	3152	36	146	236	114	232	232	322	162	264	144	54
ZNF233	692	26	248	234	90	196	286	164	36	0	0	36
ZNF234	1310	334	260	478	178	514	272	686	652	136	136	50
ZNF235	514	128	724	406	244	644	404	534	464	282	236	58
ZNF236	3636	650	1524	1666	570	868	1516	1990	1256	530	458	264
ZNF238	47214	8748	6126	6502	4020	5004	7946	7512	2734	2082	3396	3202
ZNF239	735	138	122	298	116	200	284	162	374	174	70	156
ZNF24	28059	5062	6942	5756	2714	5826	6134	7580	6022	3074	2790	4544
ZNF248	2492	1130	1474	1298	576	988	1350	1264	852	346	204	192
ZNF25	14407	2854	1332	1800	658	1400	1312	1836	1808	780	1634	426
ZNF250	1536	232	542	446	178	296	604	402	612	242	114	72
ZNF251	1759	248	200	172	120	284	270	224	836	620	180	8
ZNF252P	9684	1434	678	526	270	608	710	1172	705	0	40	110
ZNF252P-AS1	3	12	4	20	2	10	10	32	12	0	0	0
ZNF253	1655	584	360	372	122	393	265	218	238	4	8	2
ZNF254	486	852	53	62	10	23	39	32	78	4	56	0
ZNF256	690	100	436	374	136	556	250	664	984	350	350	2
ZNF257	0	8	0	6	2	0	0	1	20	50	10	0
ZNF259	13120	372	824	940	452	802	1432	1642	3136	1312	776	2610
ZNF26	875	136	292	266	164	310	224	296	884	130	132	186
ZNF260	1502	170	682	608	226	438	378	778	252	216	292	248
ZNF263	4104	302	490	636	248	448	598	570	1220	420	218	120
ZNF264	6985	1234	1110	844	422	900	1020	992	1220	318	462	414
ZNF266	1637	248	174	152	50	228	88	134	934	204	74	112
ZNF267	2539	206	510	168	78	354	250	264	718	118	129	2
ZNF268	1393	354	210	564	194	456	216	384	674	212	70	160
ZNF271	5512	1102	558	706	338	968	724	586	484	200	0	60
ZNF273	879	26	194	118	38	90	62	208	147	148	2	0
ZNF274	9175	336	784	682	350	860	500	790	1754	576	380	176
ZNF275	0	0	0	0	0	0	0	0	0	0	0	0
ZNF276	3255	172	180	290	76	180	256	240	318	174	138	26
ZNF277	5569	922	1540	888	558	1206	1240	1678	1616	712	868	2262
ZNF28	872	209	174	75	31	66	73	134	168	0	5	2
ZNF280A	0	4	0	0	0	0	0	0	0	0	2	102
ZNF280B	136	76	16	42	18	74	10	28	24	26	48	286
ZNF280C	1581	160	254	274	126	190	250	414	300	60	70	48
ZNF280D	16620	2700	4676	4046	1554	3578	3784	5650	2006	2466	2602	2566
ZNF281	2855	560	1626	1284	454	988	1020	1766	734	1002	654	1004
ZNF282	8726	556	438	496	200	492	596	600	1084	254	328	150
ZNF283	246	290	476	410	206	370	372	662	498	368	478	172
ZNF284	352	38	84	162	36	132	98	136	92	80	104	6
ZNF285	680	30	28	84	34	24	26	108	26	2	10	0
ZNF286A	1249	172	134	144	88	142	172	176	158	188	50	128
ZNF286B	413	40	48	54	24	68	74	58	48	32	16	10
ZNF287	331	118	286	350	194	426	354	348	218	388	176	172
ZNF292	11639	2898	3992	3900	1830	3896	3822	4606	7844	2430	2948	2454
ZNF295	4734	524	996	790	188	528	658	838	840	656	242	826
ZNF295-AS1	0	0	0	0	0	2	0	0	0	0	0	0
ZNF296	132	2	2	4	0	0	0	0	2	0	0	0
ZNF3	6275	480	568	630	260	588	616	844	1220	656	326	248
